165,a7,439,Depositing Money
166,a9,226.5,Depositing Money
167,a17,-354,Withdrawing money at Thuan An Restaurant at  253 Hampshire Rd at  Sunshine VIC 3020
168,a16,110.5,Depositing Money
169,a17,-325.5,Withdrawing money at 31 Birchfield Crescent- Wantirna
170,a9,-378,Getting Drinks at 113/1 Lynne Avenue- Wantirna South
171,a11,-446.5,Withdrawing money at 9 Rothan Avenue- Boronia
172,a3,182.5,Depositing Money
173,a10,13.5,Depositing Money
174,a5,331.5,Depositing Money
175,a18,28,Depositing Money
176,a9,358,Depositing Money
177,a14,422,Depositing Money
178,a15,-96,Buying Food at 84 Dandelion Drive- Rowville
179,a13,49.5,Depositing Money
180,a4,-409.5,Withdrawing money at 2/21 Stamford Crescent- Rowville
181,a17,308,Depositing Money
182,a2,-36,Getting Drinks at Yuzu Sushi at  Shop c7/3 Ave of Europe at  Newington NSW 2127
183,a19,343.5,Depositing Money
184,a12,403.5,Depositing Money
185,a4,379,Depositing Money
186,a20,487,Depositing Money
187,a17,-412.5,Buying Food at Dong Ba at  133 Hopkins St at  Footscray VIC 3011
188,a4,-354,Getting coffee at 11 Warrawee Road- Wantirna South
189,a19,-141,Getting coffee at 2/4 Sunshine Street- Rowville
190,a16,364,Depositing Money
191,a13,-116,Getting Drinks at 115/436 Stud Road- Wantirna South
192,a4,136.5,Depositing Money
193,a3,-129,Buying Food at Advieh at  71B Gamon St at  Seddon VIC 3011
194,a11,345,Depositing Money
195,a4,-24,Getting Drinks at King Rooster at  58 Monash St at  Sunshine VIC 3020
196,a18,-285.5,Getting Drinks at 13 Beachwood Dr- Wantirna South
197,a19,345.5,Depositing Money
198,a11,178.5,Depositing Money
199,a20,-133,Getting Drinks at Konjo Ethiopian Restaurant & Craft at  89 Irving St at  Footscray VIC 3011
200,a1,474,Depositing Money
201,a13,-357.5,Getting coffee at Nick & Nora's Parramatta at  Level 26/45 Macquarie St at  Parramatta NSW 2150
202,a3,-140.5,Getting Drinks at Australian Museum at  1 William St at  Darlinghurst NSW 2010
203,a14,-477.5,Getting Drinks at 69B Gateshead Drive- Wantirna South
204,a6,-393.5,Getting coffee at 2/14 Edward Street- Bayswater
205,a13,-369.5,Getting coffee at Mister Hoffman at  85A Hoffmans Rd at  Niddrie VIC 3042
206,a14,170,Depositing Money
207,a15,-327.5,Buying Food at 16 Northam Road- Wantirna
208,a11,84,Depositing Money
209,a4,-455,Withdrawing money at Pho Pasteur at  137 Church St at  Parramatta NSW 2150
210,a1,95,Depositing Money
211,a3,-350.5,Getting coffee at 3/113 Dorset Road- Boronia
212,a7,-219.5,Buying Food at Werribee Park Mansion at  Gate 2 at  K Rd at  Werribee South VIC 3030
213,a13,-39,Buying Food at G01/1 Lynne Ave- Wantirna South
214,a11,-220,Buying Food at Three Wolves at  32 Abbott St at  Cairns City QLD 4870
215,a16,-192.5,Getting Drinks at 5/208 Bayswater Road- Bayswater
216,a14,-309.5,Withdrawing money at 9 Rothan Avenue- Boronia
217,a17,338.5,Depositing Money
218,a1,325,Depositing Money
219,a16,78.5,Depositing Money
220,a2,-329.5,Getting Drinks at 23 Grove Way- Wantirna South
221,a9,-88,Getting coffee at 3/113 Dorset Road- Boronia
222,a14,63,Depositing Money
223,a18,273,Depositing Money
224,a5,264,Depositing Money
225,a16,-23,Getting coffee at 76 Miller Road- The Basin
226,a16,76,Depositing Money
227,a6,-455.5,Getting Drinks at Café Sunshine & Salamatea ???? ?????? at  21 Dickson St at  Sunshine VIC 3020
228,a4,357.5,Depositing Money
229,a15,-11.5,Getting coffee at Japan's Kitchen at  34 Ballarat St at  Yarraville VIC 3013
230,a3,-187,Buying Food at 24A Forest Road- Ferntree Gully
231,a4,-290.5,Withdrawing money at 2/297 Boronia road- Boronia
232,a2,-462.5,Getting coffee at 1/15 Sydney Road- Bayswater
233,a13,67.5,Depositing Money
234,a20,184,Depositing Money
235,a2,292.5,Depositing Money
236,a6,-436,Getting Drinks at Village Cantina at  30 Ballarat St at  Yarraville VIC 3013
237,a16,68.5,Depositing Money
238,a11,-265.5,Buying Food at Holmes Hall at  15 Holmes Rd at  Moonee Ponds VIC 3039
239,a3,-100.5,Buying Food at 2/5 Elizabeth Court- Rowville
240,a1,493.5,Depositing Money
241,a10,-214,Getting coffee at The Chamber Room Espresso & Brew Bar at  20 Lake St at  Cairns City QLD 4870
242,a15,-67.5,Buying Food at 9 Margaret Avenue- Bayswater
243,a5,22.5,Depositing Money
244,a5,-451,Buying Food at 17 Rickards Avenue- Knoxfield
245,a16,297,Depositing Money
246,a11,-284.5,Getting Drinks at Dandelion at  133 Ormond Rd at  Elwood VIC 3184
247,a4,-497.5,Getting Drinks at Mejico at  1 Pink Alley at  Melbourne VIC 3000
248,a3,-167,Getting Drinks at 4/11 The Haven- Bayswater
249,a2,-448.5,Withdrawing money at Wyndham Cache Cafe & Gourmet Deli at  243 K Rd at  Werribee South VIC 3030
250,a7,-100,Withdrawing money at Queenscliff Brewhouse at  2 Gellibrand St at  Queenscliff VIC 3225
251,a5,-7,Getting Drinks at Pizza d'Asporto at  2-6 Ballarat St at  Yarraville VIC 3013
252,a14,-216.5,Withdrawing money at Rivareno Gelato Parramatta at  Shop 4.06 in Building 4 at  Parramatta Square at  12 Darcy St at  Parramatta NSW 2150
253,a19,-13,Getting coffee at 31 Birchfield Crescent- Wantirna
254,a17,266,Depositing Money
255,a16,-192.5,Buying Food at 5/208 Bayswater Road- Bayswater
256,a20,-119.5,Getting coffee at Mejico at  1 Pink Alley at  Melbourne VIC 3000
257,a15,-454.5,Getting coffee at 23 Grove Way- Wantirna South
258,a10,496.5,Depositing Money
259,a16,316.5,Depositing Money
260,a20,286,Depositing Money
261,a20,-210.5,Getting coffee at Afghan Shaheen Restaurant at  231 Hampshire Rd at  Sunshine VIC 3020
262,a2,108,Depositing Money
263,a11,11,Depositing Money
264,a13,354.5,Depositing Money
265,a9,296.5,Depositing Money
266,a3,59,Depositing Money
267,a1,166,Depositing Money
268,a8,-412,Withdrawing money at Yuzu Sushi at  Shop c7/3 Ave of Europe at  Newington NSW 2127
269,a7,-75.5,Withdrawing money at 14/19 Sovereign Place- Wantirna South
270,a2,346.5,Depositing Money
271,a14,66,Depositing Money
272,a3,-379,Withdrawing money at Saravanaa Bhavan at  1/99 Phillip St at  Parramatta NSW 2150
273,a1,-215.5,Getting Drinks at 5 Hayden Court- Knoxfield
274,a14,393,Depositing Money
275,a17,-388.5,Getting coffee at Ha Long Restaurant at  76 Nicholson St at  Footscray VIC 3011
276,a17,490,Depositing Money
277,a13,275.5,Depositing Money
278,a15,462,Depositing Money
279,a5,-177,Getting Drinks at Gojo Ethiopian Cafe & Restaurant at  10 Clarke St at  Sunshine VIC 3020
280,a3,125,Depositing Money
281,a10,-273,Getting Drinks at ALEX&Co. Parramatta at  Shop 2-4/330 Church St at  Parramatta NSW 2150
282,a2,-494,Withdrawing money at The Atrium on 35 at  25 Collins St at  Melbourne VIC 3000
283,a17,277,Depositing Money
284,a1,170,Depositing Money
285,a6,-173,Withdrawing money at 6A Mannix Square- Wantirna
286,a5,198.5,Depositing Money
287,a11,-470,Withdrawing money at LAO DER LAO & THAI CUISINE at  526A Church St at  North Parramatta NSW 2151
288,a13,-13.5,Buying Food at 205/1088 Stud Road- Rowville
289,a20,34.5,Depositing Money
290,a13,-369.5,Withdrawing money at Circa Espresso at  21 Wentworth St at  Parramatta NSW 2150
291,a10,-209,Buying Food at Sauce Brewing Cairns at  34-40 Lake St at  Cairns City QLD 4870
292,a13,204,Depositing Money
293,a3,-6,Withdrawing money at La Madonna at  103 Little Collins St at  Melbourne VIC 3000
294,a20,-78,Withdrawing money at 32 Anthony Drive- Lysterfield
295,a1,-65.5,Getting coffee at Pho Thin Australia (Pho Thin 13 Lo Duc MELBOURNE
296,a20,381.5,Depositing Money
297,a10,-466,Buying Food at Bun Cha Co Dao (Vietnamese
298,a17,318.5,Depositing Money
299,a14,272,Depositing Money
300,a4,121.5,Depositing Money
301,a3,-380,Getting coffee at 16 Allister Cl- Knoxfield
302,a15,-315.5,Withdrawing money at Mister Hoffman at  85A Hoffmans Rd at  Niddrie VIC 3042
303,a18,89,Depositing Money
304,a1,331,Depositing Money
305,a11,-474.5,Withdrawing money at Mikazuki Parramatta at  Shop5/169 Macquarie St at  Parramatta NSW 2150
306,a16,71,Depositing Money
307,a3,-132.5,Buying Food at Luxsmith Restaurant at  5 Gamon St at  Seddon VIC 3011
308,a16,458.5,Depositing Money
309,a7,-12.5,Getting Drinks at Mabu Mabu - Catering at  13 Anderson St at  Yarraville VIC 3013
310,a13,69.5,Depositing Money
311,a11,90,Depositing Money
312,a8,227.5,Depositing Money
313,a11,305,Depositing Money
314,a10,-237.5,Getting Drinks at 1/15 Sydney Road- Bayswater
315,a1,-212,Getting coffee at Queenscliff Brewhouse at  2 Gellibrand St at  Queenscliff VIC 3225
316,a3,-445.5,Getting Drinks at Twenty One Fifty at  18-40 Anderson St at  Parramatta NSW 2150
317,a14,-50.5,Getting Drinks at 2/3-5 Milton Street- Ferntree Gully
318,a12,126,Depositing Money
319,a7,217.5,Depositing Money
320,a8,-486,Buying Food at 2/3-5 Milton Street- Ferntree Gully
321,a19,1,Depositing Money
322,a6,106,Depositing Money
323,a7,-494,Getting Drinks at Blue Dog Posters and Prints Shop at  311 King St at  Newtown NSW 2042
324,a2,-192.5,Buying Food at 3/113 Dorset Road- Boronia
325,a16,142,Depositing Money
326,a15,-4,Getting coffee at Dong Ba at  133 Hopkins St at  Footscray VIC 3011
327,a15,321.5,Depositing Money
328,a18,-120,Withdrawing money at 1/18 Cornhill Street- Ferntree Gully
329,a17,24.5,Depositing Money
330,a15,19,Depositing Money
331,a18,123,Depositing Money
332,a2,-209,Getting Drinks at 8 Sienna Court- Rowville
333,a12,343,Depositing Money
334,a17,272.5,Depositing Money
335,a6,-187.5,Getting coffee at 18 Lakeview Avenue- Rowville
336,a13,-451.5,Getting Drinks at 5/208 Bayswater Road- Bayswater
337,a11,-89,Withdrawing money at Pho Thin Australia (Pho Thin 13 Lo Duc MELBOURNE
338,a20,164.5,Depositing Money
339,a3,-5,Getting coffee at Blue Dog Posters and Prints Shop at  311 King St at  Newtown NSW 2042
340,a3,93,Depositing Money
341,a11,136.5,Depositing Money
342,a6,-68.5,Getting coffee at The Shed Cafe & Catering Parramatta at  shop 8/45 Macquarie St at  Parramatta NSW 2150
343,a13,-75.5,Getting Drinks at 7 Grogan Court- Bayswater
344,a14,-7,Buying Food at Main Ridge Dairy PTY Ltd. at  295 Main Creek Rd at  Main Ridge VIC 3928
345,a12,-388,Getting Drinks at Cafe Fiore and Gelateria at  86 Hampshire Rd at  Sunshine VIC 3020
346,a14,-368,Getting Drinks at 4/11 The Haven- Bayswater
347,a17,-334,Withdrawing money at Sekai Japanese Ramen Cuisine at  194/81 Hopkins St at  Footscray VIC 3011
348,a1,142.5,Depositing Money
349,a11,-211,Withdrawing money at 16 Jeanette Street- Bayswater
350,a1,-423.5,Buying Food at Twenty One Fifty at  18-40 Anderson St at  Parramatta NSW 2150
351,a15,274,Depositing Money
352,a20,-329,Getting Drinks at Co Do at  207 Hampshire Rd at  Sunshine VIC 3020
353,a13,256.5,Depositing Money
354,a11,-202,Getting Drinks at Nick & Nora's Parramatta at  Level 26/45 Macquarie St at  Parramatta NSW 2150
355,a2,396,Depositing Money
356,a7,479.5,Depositing Money
357,a2,-483,Withdrawing money at 12 Peak Crescent- Wantirna
358,a8,-306.5,Getting Drinks at Cafe Terroni at  18 Ballarat St at  Yarraville VIC 3013
359,a7,-302,Getting Drinks at 1/34 Stokes Road- Wantirna
360,a15,-72.5,Withdrawing money at Kumiho at  140 Marsden St at  Parramatta NSW 2150
361,a4,-363,Withdrawing money at The Shed Cafe & Catering Parramatta at  shop 8/45 Macquarie St at  Parramatta NSW 2150
362,a9,-177.5,Getting coffee at 9 Rothan Avenue- Boronia
363,a6,328.5,Depositing Money
364,a4,-411.5,Withdrawing money at Saravanaa Bhavan at  1/99 Phillip St at  Parramatta NSW 2150
365,a16,207.5,Depositing Money
366,a17,-416.5,Buying Food at Three Blue Ducks at  Melbourne at  309 Melrose Dr at  Tullamarine VIC 3043
367,a6,-117.5,Getting Drinks at LAO DER LAO & THAI CUISINE at  526A Church St at  North Parramatta NSW 2151
368,a4,-61.5,Buying Food at Dandelion at  133 Ormond Rd at  Elwood VIC 3184
369,a19,22,Depositing Money
370,a19,-94.5,Getting Drinks at 18 Lakeview Avenue- Rowville
371,a6,319.5,Depositing Money
372,a1,-310,Buying Food at Touka Parramatta at  Shop 2/2 Horwood Pl at  Parramatta NSW 2150
373,a5,-261,Buying Food at Vasco at  421 Cleveland St at  Surry Hills NSW 2010
374,a18,-455,Getting coffee at Antipasti Deli & Cafe at  3/1 High St at  Yarraville VIC 3013
375,a14,68.5,Depositing Money
376,a7,-480,Buying Food at 41 Grayson Drive- Scoresby
377,a2,388.5,Depositing Money
378,a20,54.5,Depositing Money
379,a5,378.5,Depositing Money
380,a19,285,Depositing Money
381,a5,54.5,Depositing Money
382,a2,310,Depositing Money
383,a20,209.5,Depositing Money
384,a17,-15.5,Getting coffee at Butcher 128 at  128 Roberts St at  Yarraville VIC 3013
385,a8,438.5,Depositing Money
386,a20,196,Depositing Money
387,a9,123,Depositing Money
388,a9,369.5,Depositing Money
389,a4,-145,Getting Drinks at Cafe Mambo at  8/80 Harvester Rd at  Sunshine VIC 3020
390,a15,237.5,Depositing Money
391,a3,230.5,Depositing Money
392,a4,-345.5,Withdrawing money at Cafe Mambo at  8/80 Harvester Rd at  Sunshine VIC 3020
393,a10,-306.5,Getting coffee at 115/436 Stud Road- Wantirna South
394,a14,460.5,Depositing Money
395,a5,-494,Withdrawing money at 13 Beachwood Dr- Wantirna South
396,a17,102.5,Depositing Money
397,a18,241,Depositing Money
398,a20,98,Depositing Money
399,a5,-296,Buying Food at Footscray Finds Market at  2 Yewers St at  Footscray VIC 3011
400,a16,-74,Getting Drinks at Cavalier Brewing & Taproom at  Unit 5/2 Derrimut Dr at  Derrimut VIC 3026
401,a17,-347.5,Buying Food at Pho Hien Saigon at  3/284 Hampshire Rd at  Sunshine VIC 3020
402,a20,327.5,Depositing Money
403,a17,288.5,Depositing Money
404,a13,161,Depositing Money
405,a19,316,Depositing Money
406,a7,316,Depositing Money
407,a7,-489.5,Getting Drinks at Wasshoi Sunshine West at  1-9 The Avenue at  Sunshine West VIC 3020
408,a1,-402.5,Getting Drinks at La Madonna at  103 Little Collins St at  Melbourne VIC 3000
409,a12,314.5,Depositing Money
410,a12,-313.5,Getting Drinks at BlackBear BBQ Blacktown at  11/27 Forge St at  Blacktown NSW 2148
411,a17,-195.5,Getting coffee at Pizza d'Asporto at  2-6 Ballarat St at  Yarraville VIC 3013
412,a2,-259,Getting coffee at 1/9 Kirrawee Avenue- Wantirna South
413,a11,-4.5,Withdrawing money at 52 Silverton Drive- Ferntree Gully
414,a2,327,Depositing Money
415,a4,197.5,Depositing Money
416,a19,-344.5,Buying Food at 1/34 Stokes Road- Wantirna
417,a15,329.5,Depositing Money
418,a1,331,Depositing Money
419,a13,-439,Getting coffee at Dong Ba at  133 Hopkins St at  Footscray VIC 3011
420,a20,27,Depositing Money
421,a20,-359,Buying Food at Kumiho at  140 Marsden St at  Parramatta NSW 2150
422,a9,-182.5,Getting Drinks at Bánh Xèo Tay Do Vietnamese Restaurant at  4/62 Nicholson St at  Footscray VIC 3011
423,a6,36,Depositing Money
424,a11,-3,Buying Food at 2/3-5 Milton Street- Ferntree Gully
425,a13,-424.5,Buying Food at Twenty One Fifty at  18-40 Anderson St at  Parramatta NSW 2150
426,a10,31.5,Depositing Money
427,a6,-120,Getting Drinks at 2/3-5 Milton Street- Ferntree Gully
428,a17,292,Depositing Money
429,a8,-150,Getting coffee at Kouzina Greco Parramatta at  16 Phillip St at  Parramatta NSW 2150
430,a20,288.5,Depositing Money
431,a5,500,Depositing Money
432,a11,346,Depositing Money
433,a6,433,Depositing Money
434,a8,314,Depositing Money
435,a10,-81.5,Getting Drinks at Dong Ba at  133 Hopkins St at  Footscray VIC 3011
436,a8,-144.5,Getting Drinks at 24 Piccadilly Avenue- Wantirna South
437,a3,-414,Withdrawing money at Old Government House at  Cnr Pitt and at  Macquarie St at  Parramatta NSW 2150
438,a3,-490,Buying Food at 8 Sienna Court- Rowville
439,a6,-254,Buying Food at 9 Rothan Avenue- Boronia
440,a14,250,Depositing Money
441,a16,250.5,Depositing Money
442,a17,-225.5,Getting coffee at Pho Hung Vuong Saigon Restaurant at  128 Hopkins St at  Footscray VIC 3011
443,a14,161,Depositing Money
444,a18,107.5,Depositing Money
445,a8,-41.5,Getting Drinks at Kumiho at  140 Marsden St at  Parramatta NSW 2150
446,a4,-43,Getting coffee at Small French Bar at  3/154 Barkly St at  Footscray VIC 3011
447,a1,-475,Getting coffee at Cafe Mambo at  8/80 Harvester Rd at  Sunshine VIC 3020
448,a17,441.5,Depositing Money
449,a3,215.5,Depositing Money
450,a7,-455.5,Getting Drinks at Circa Espresso at  21 Wentworth St at  Parramatta NSW 2150
451,a20,257.5,Depositing Money
452,a15,-194.5,Withdrawing money at 1/34 Stokes Road- Wantirna
453,a5,-331,Getting Drinks at Nabo at  2a Williamstown Rd at  Kingsville VIC 3012
454,a13,-285.5,Getting coffee at 1/476 Dorset Road- Boronia
455,a19,-115,Getting Drinks at Wild Thyme at  41 B Shields St at  Cairns City QLD 4870
456,a9,-58.5,Getting coffee at 11 topaz Court- Wantirna South
457,a3,-64.5,Getting Drinks at Itihaas at  325 Church St at  Parramatta NSW 2150
458,a3,-436.5,Getting coffee at Gojo Ethiopian Cafe & Restaurant at  10 Clarke St at  Sunshine VIC 3020
459,a8,-330.5,Withdrawing money at 16 Northam Road- Wantirna
460,a14,385.5,Depositing Money
461,a2,330.5,Depositing Money
462,a7,-214,Buying Food at Cake Boi at  48 Lindsay St at  Hamilton NSW 2303
463,a20,-432.5,Buying Food at 3 Maitland Close- Rowville
464,a2,-189,Getting coffee at Hemingway's Brewery Cairns Wharf at  Wharf St at  Cairns City QLD 4870
465,a19,-450,Buying Food at 106/18 Myrtle Street- Bayswater
466,a18,146.5,Depositing Money
467,a3,409,Depositing Money
468,a4,259,Depositing Money
469,a14,43,Depositing Money
470,a3,-203,Getting Drinks at 16 Northam Road- Wantirna
471,a3,329.5,Depositing Money
472,a16,-254.5,Withdrawing money at 20 Tate Avenue- Wantirna South
473,a3,-190.5,Getting Drinks at 31 Birchfield Crescent- Wantirna
474,a12,-379,Getting Drinks at 9 Margaret Avenue- Bayswater
475,a5,148.5,Depositing Money
476,a4,136.5,Depositing Money
477,a16,-409.5,Buying Food at 4/11 The Haven- Bayswater
478,a15,-21.5,Withdrawing money at 106/18 Myrtle Street- Bayswater
479,a20,-154,Buying Food at C'est Bon French Restaurant Cairns at  20 Lake St at  Cairns City QLD 4870
480,a1,51.5,Depositing Money
481,a10,-268,Withdrawing money at 3/113 Dorset Road- Boronia
482,a15,173,Depositing Money
483,a15,107.5,Depositing Money
484,a6,-275.5,Getting coffee at 24 Piccadilly Avenue- Wantirna South
485,a13,47,Depositing Money
486,a3,-5.5,Buying Food at Main Ridge Dairy PTY Ltd. at  295 Main Creek Rd at  Main Ridge VIC 3928
487,a9,-373.5,Buying Food at Three Blue Ducks at  Melbourne at  309 Melrose Dr at  Tullamarine VIC 3043
488,a6,424,Depositing Money
489,a5,-279,Getting Drinks at 2/12 Matlock Road- Wantirna South
490,a4,-411,Getting coffee at 12 Peak Crescent- Wantirna
491,a18,-29.5,Buying Food at Blue Dog Posters and Prints Shop at  311 King St at  Newtown NSW 2042
492,a9,-85.5,Buying Food at Mac Street Coffee at  29 Macquarie St at  Parramatta NSW 2150
493,a8,403,Depositing Money
494,a19,173,Depositing Money
495,a1,496.5,Depositing Money
496,a15,-431.5,Getting Drinks at Thuan An Restaurant at  253 Hampshire Rd at  Sunshine VIC 3020
497,a4,-469,Getting coffee at Footscray Finds Market at  2 Yewers St at  Footscray VIC 3011
498,a6,73,Depositing Money
499,a13,-367,Getting Drinks at Hemingway's Brewery Cairns Wharf at  Wharf St at  Cairns City QLD 4870
500,a11,-47.5,Buying Food at 52 Silverton Drive- Ferntree Gully
501,a9,-319.5,Buying Food at Dairy Bell Sunshine at  T45/328 Hampshire Rd at  Sunshine VIC 3020
502,a11,108.5,Depositing Money
503,a19,423.5,Depositing Money
504,a18,390.5,Depositing Money
505,a14,-31,Buying Food at Particle Cafe at  47 Military Rd at  Avondale Heights VIC 3034
506,a17,483,Depositing Money
507,a15,-223,Getting coffee at 4 Belindavale Drive- Knoxfield
508,a16,241.5,Depositing Money
509,a6,472.5,Depositing Money
510,a17,-181.5,Getting coffee at Good George at  O'Connell St at  Parramatta NSW 2150
511,a13,-101.5,Getting coffee at 31 Birchfield Crescent- Wantirna
512,a20,139.5,Depositing Money
513,a14,-253,Withdrawing money at 115/436 Stud Road- Wantirna South
514,a1,349.5,Depositing Money
515,a17,-443,Getting Drinks at Kippers Seafood at  169A Watton St at  Werribee VIC 3030
516,a12,340,Depositing Money
517,a3,44,Depositing Money
518,a8,-27,Withdrawing money at Pizza d'Asporto at  2-6 Ballarat St at  Yarraville VIC 3013
519,a18,378,Depositing Money
520,a15,-72,Withdrawing money at Hemingway's Brewery Cairns Wharf at  Wharf St at  Cairns City QLD 4870
521,a17,269.5,Depositing Money
522,a17,190,Depositing Money
523,a2,206.5,Depositing Money
524,a12,-137.5,Buying Food at Mac Street Coffee at  29 Macquarie St at  Parramatta NSW 2150
525,a11,126,Depositing Money
526,a11,-277,Buying Food at 5 Hayden Court- Knoxfield
527,a8,233.5,Depositing Money
528,a10,286,Depositing Money
529,a5,278.5,Depositing Money
530,a1,-1.5,Getting coffee at 11 topaz Court- Wantirna South
531,a2,-34,Buying Food at Cafe Mambo at  8/80 Harvester Rd at  Sunshine VIC 3020
532,a18,337,Depositing Money
533,a16,-14.5,Buying Food at Bánh Xèo Tay Do Vietnamese Restaurant at  4/62 Nicholson St at  Footscray VIC 3011
534,a9,423.5,Depositing Money
535,a8,-319,Getting Drinks at Luxsmith Restaurant at  5 Gamon St at  Seddon VIC 3011
536,a19,-28.5,Getting coffee at 156 Turramurra Drive- Rowville
537,a8,483,Depositing Money
538,a10,91.5,Depositing Money
539,a7,-54.5,Withdrawing money at ALEX&Co. Parramatta at  Shop 2-4/330 Church St at  Parramatta NSW 2150
540,a11,181,Depositing Money
541,a12,-33,Buying Food at 2/10 Harwell Road- Ferntree Gully
542,a17,-338,Buying Food at Pho Pasteur at  137 Church St at  Parramatta NSW 2150
543,a5,-356.5,Getting coffee at 4 Putney Close- Wantirna
544,a14,8.5,Depositing Money
545,a9,202,Depositing Money
546,a4,236,Depositing Money
547,a16,25.5,Depositing Money
548,a20,21,Depositing Money
549,a20,351,Depositing Money
550,a18,-201,Getting Drinks at 13B Coromandel Crescent South- Knoxfield
551,a11,-379.5,Getting coffee at 115/436 Stud Road- Wantirna South
552,a16,-293,Getting Drinks at 8 Sienna Court- Rowville
553,a5,-458,Getting coffee at Kouzina Greco Parramatta at  16 Phillip St at  Parramatta NSW 2150
554,a7,-193,Getting coffee at The Souvlucky Country - Parramatta at  316 Church St at  Parramatta NSW 2150
555,a2,497,Depositing Money
